Female,DeerYear,ReprodStatus,Calf,Fecundity,SeenInRut,Age
MHOLE,1965,Naïve,,0,0,3
MHOLE,1966,Naïve,,0,0,4
MHOLE,1967,Naïve,MHO67,1,0,5
MHOLE,1968,Milk,,0,0,6
MHOLE,1969,True yeld,,0,0,7
MHOLE,1970,True yeld,MHO70,1,0,8
MHOLE,1971,Milk,MHO71,1,-1,9
MHOLE,1972,Milk,MHO72,1,-1,10
MHOLE,1973,Summer yeld,,0,0,11
MIC14,2014,Naïve,,0,0,0
MIC14,2015,Naïve,,0,0,1
MIC14,2016,Naïve,,0,-1,2
MIC14,2017,Naïve,GRN17,1,-1,3
MIC14,2018,Summer yeld,GRN18,1,-1,4
MIC14,2019,Milk,,0,-1,5
MIC14,2020,True yeld,GRN20,1,-1,6
MIC14,2021,Milk,GRN21,1,-1,7
MIC14,2022,Milk,GRN22,1,-1,8
MIC14,2023,Summer yeld,GRN23,1,-1,9
MIC15,2015,Naïve,,0,0,0
MIC17,2017,Naïve,,0,0,0
MICHE,1995,Naïve,MIC95,1,0,
MLA18,2018,Naïve,,0,0,0
MLA18,2019,Naïve,,0,0,1
MLA18,2020,Naïve,,0,-1,2
MLA18,2021,Naïve,UZH21,1,-1,3
MLA18,2022,Milk,,0,-1,4
MLA19,2019,Naïve,,0,0,0
MLA19,2020,Naïve,,0,0,1
MLA19,2021,Naïve,,0,-1,2
MLA19,2022,Naïve,HAI22,1,-1,3
MLA19,2023,Winter yeld,,0,-1,4
MLA21,2021,Naïve,,0,0,0
MLA21,2022,Naïve,,0,0,1
MLA21,2023,Naïve,,0,-1,2
MLB20,2020,Naïve,,0,0,0
MLB20,2021,Naïve,,0,0,1
MLB20,2022,Naïve,,0,-1,2
MLB20,2023,Naïve,,0,-1,3
MLB22,2022,Naïve,,0,0,0
MLB22,2023,Naïve,,0,0,1
MLD04,2004,Naïve,,0,0,0
MLD04,2005,Naïve,,0,0,1
MLD04,2006,Naïve,,0,-1,2
MLD04,2007,Naïve,,0,-1,3
MLD04,2008,Naïve,ACC08,1,-1,4
MLN00,2000,Naïve,,0,0,0
MLN00,2001,Naïve,,0,0,1
MLN00,2002,Naïve,,0,-1,2
MLN00,2003,Naïve,,0,-1,3
MLN00,2004,Naïve,,0,-1,4
MLN00,2005,Naïve,CMT05,1,-1,5
MLN00,2006,Summer yeld,CMT06,1,-1,6
MLN00,2007,Milk,,0,-1,7
MLN00,2008,True yeld,CMT08,1,-1,8
MLN00,2009,Milk,,0,-1,9
MLN00,2010,True yeld,CMT10,1,-1,10
MLN00,2011,Milk,CMT11,1,-1,11
MLN00,2012,Milk,,0,-1,12
MLN00,2013,True yeld,,0,-1,13
MLN00,2014,True yeld,CMT14,1,-1,14
MLN04,2004,Naïve,,0,0,0
MLN97,1997,Naïve,,0,0,0
MLN97,1998,Naïve,,0,0,1
MLN97,1999,Naïve,,0,-1,2
MLN97,2000,Naïve,,0,-1,3
MLN97,2001,Naïve,,0,-1,4
MLN97,2002,Naïve,BSY02,1,-1,5
MLN97,2003,Milk,,0,-1,6
MLN97,2004,True yeld,BSY04,1,-1,7
MLN97,2005,Milk,,0,-1,8
MLN97,2006,True yeld,BSY06,1,-1,9
MLN97,2007,Milk,,0,-1,10
MLN97,2008,True yeld,BSY08,1,-1,11
MLN97,2009,Milk,,0,-1,12
MLN97,2010,True yeld,,0,-1,13
MLR96,1996,Naïve,,0,0,0
MLR96,1997,Naïve,,0,0,1
MLR96,1998,Naïve,,0,-1,2
MLR96,1999,Naïve,WSD99,1,-1,3
MLR96,2000,Summer yeld,WSD00,1,-1,4
MLR96,2001,Milk,,0,-1,5
MLR96,2002,True yeld,WSD02,1,-1,6
MLR96,2003,Milk,WSD03,1,-1,7
MLR96,2004,Summer yeld,WSD04,1,-1,8
MLR96,2005,Summer yeld,WSD05,1,-1,9
MLR96,2006,Milk,WSD06,1,-1,10
MLR96,2007,Milk,,0,-1,11
MLR96,2008,True yeld,WSD08,1,-1,12
MLR96,2009,Milk,WSD09,1,-1,13
MLR96,2010,Milk,,0,-1,14
MLR96,2011,True yeld,WSD11,1,-1,15
MLR96,2012,Milk,WSD12,1,-1,16
MLR96,2013,Milk,,0,-1,17
MLR96,2014,True yeld,WSD14,1,-1,18
MLR98,1998,Naïve,,0,0,0
MLT07,2007,Naïve,,0,0,0
MLT07,2008,Naïve,,0,0,1
MLT07,2009,Naïve,,0,-1,2
MLT07,2010,Naïve,,0,0,3
MLT07,2011,Naïve,SHZ11,1,-1,4
MLT07,2012,Winter yeld,SHZ12,1,0,5
MLT08,2008,Naïve,,0,0,0
MLT08,2009,Naïve,,0,0,1
MLT08,2010,Naïve,,0,-1,2
MLT08,2011,Naïve,,0,0,3
MND98,1998,Naïve,,0,0,0
MNG07,2007,Naïve,,0,0,0
MNG09,2009,Naïve,,0,0,0
MNG09,2010,Naïve,,0,0,1
MNG09,2011,Naïve,,0,-1,2
MNG09,2012,Naïve,MCU12,1,-1,3
MNG09,2013,Milk,,0,-1,4
MNG09,2014,True yeld,MCU14,1,-1,5
MNG09,2015,Summer yeld,MCU15,1,-1,6
MNG09,2016,Milk,MCU16,1,-1,7
MNG09,2017,Summer yeld,MCU17,1,-1,8
MNG09,2018,Milk,MCU18,1,-1,9
MNG09,2019,Summer yeld,MCU19,1,-1,10
MNG09,2020,Milk,MCU20,1,-1,11
MNG09,2021,Summer yeld,MCU21,1,-1,12
MNG09,2022,Milk,MCU22,1,-1,13
MNG09,2023,Milk,MCU23,1,-1,14
MNM07,2007,Naïve,,0,0,0
MNM07,2008,Naïve,,0,0,1
MNM07,2009,Naïve,,0,-1,2
MNM07,2010,Naïve,,0,-1,3
MNM07,2011,Naïve,CAM11,1,-1,4
MNM07,2012,Milk,CAM12,1,-1,5
MNM07,2013,Milk,CAM13,1,-1,6
MNM07,2014,Milk,CAM14,1,-1,7
MNM07,2015,Summer yeld,CAM15,1,-1,8
MNM11,2011,Naïve,,0,0,0
MNM12,2012,Naïve,,0,0,0
MNM12,2013,Naïve,,0,0,1
MNM12,2014,Naïve,,0,-1,2
MNM12,2015,Naïve,,0,-1,3
MNM12,2016,Naïve,,0,-1,4
MNM13,2013,Naïve,,0,0,0
MNM14,2014,Naïve,,0,0,0
MNM14,2015,Naïve,,0,0,1
MNM14,2016,Naïve,,0,-1,2
MNS03,2003,Naïve,,0,0,0
MNS03,2004,Naïve,,0,0,1
MNS03,2005,Naïve,,0,-1,2
MNS03,2006,Naïve,,0,-1,3
MNS03,2007,Naïve,TSU07,1,-1,4
MNS03,2008,Milk,,0,-1,5
MNS03,2009,True yeld,,0,-1,6
MNS03,2010,True yeld,TSU10,1,-1,7
MNS03,2011,Milk,TSU11,1,-1,8
MNS03,2012,Summer yeld,,0,-1,9
MNS03,2013,True yeld,TSU13,1,-1,10
MNS03,2014,Summer yeld,TSU14,1,-1,11
MNS03,2015,Summer yeld,TSU15,1,-1,12
MNS03,2016,Milk,TSU16,1,-1,13
MNS12,2012,Naïve,,0,0,0
MNS12,2013,Naïve,,0,0,1
MNS12,2014,Naïve,,0,-1,2
MNS12,2015,Naïve,,0,-1,3
MNS12,2016,Naïve,DEW16,1,-1,4
MNS12,2017,Summer yeld,DEW17,1,-1,5
MNS12,2018,Winter yeld,,0,-1,6
MNS12,2019,True yeld,,0,-1,7
MNS12,2020,True yeld,DEW20,1,-1,8
MNS12,2021,Summer yeld,DEW21,1,-1,9
MNS12,2022,Winter yeld,,0,-1,10
MNS12,2023,True yeld,DEW23,1,-1,11
MNT01,2001,Naïve,,0,0,0
MNT01,2002,Naïve,,0,0,1
MNT01,2003,Naïve,,0,-1,2
MNT04,2004,Naïve,,0,0,0
MNT04,2005,Naïve,,0,0,1
MNT04,2006,Naïve,,0,-1,2
MNT04,2007,Naïve,,0,-1,3
MNT04,2008,Naïve,TEI08,1,-1,4
MNT04,2009,Summer yeld,TEI09,1,-1,5
MNT06,2006,Naïve,,0,0,0
MNT06,2007,Naïve,,0,0,1
MNT06,2008,Naïve,,0,-1,2
MNT08,2008,Naïve,,0,0,0
MNT08,2009,Naïve,,0,0,1
MNT09,2009,Naïve,,0,0,0
MNT09,2010,Naïve,,0,0,1
MNT11,2011,Naïve,,0,0,0
MNT11,2012,Naïve,,0,0,1
MNT11,2013,Naïve,,0,-1,2
MNT99,1999,Naïve,,0,0,0
MNT99,2000,Naïve,,0,0,1
MNT99,2001,Naïve,,0,-1,2
MNT99,2002,Naïve,,0,-1,3
MNT99,2003,Naïve,,0,-1,4
MNT99,2004,Naïve,PMP04,1,-1,5
MNU23,2023,Naïve,,0,0,0
MNX89,1989,Naïve,,0,0,0
MNX89,1990,Naïve,,0,0,1
MNX89,1991,Naïve,,0,-1,2
MNX89,1992,Naïve,,0,-1,3
MNX89,1993,Naïve,PTL93,1,-1,4
MNX89,1994,Milk,PTL94,1,-1,5
MNX89,1995,Winter yeld,PTL95,1,-1,6
MNX89,1996,Milk,PTL96,1,-1,7
MNX89,1997,Summer yeld,PTL97,1,-1,8
MNX89,1998,Milk,PTL98,1,-1,9
MNX89,1999,Winter yeld,,0,-1,10
MNX89,2000,True yeld,PTL00,1,-1,11
MNX89,2001,Milk,,0,-1,12
MNX89,2002,True yeld,PTL02,1,-1,13
MNX89,2003,Milk,,0,-1,14
MNX89,2004,True yeld,,0,-1,15
MNX90,1990,Naïve,,0,0,0
MNX90,1991,Naïve,,0,0,1
MNX90,1992,Naïve,,0,-1,2
MNX90,1993,Naïve,,0,-1,3
MNX90,1994,Naïve,,0,-1,4
MNX90,1995,Naïve,STR95,1,-1,5
MNX90,1996,Summer yeld,STR96,1,-1,6
MNX90,1997,Milk,STR97,1,-1,7
MNX90,1998,Milk,,0,-1,8
MNX90,1999,True yeld,,0,-1,9
MNX90,2000,True yeld,STR00,1,-1,10
MNX90,2001,Milk,,0,-1,11
MNX90,2002,True yeld,,0,-1,12
MNX90,2003,True yeld,STR03,1,-1,13
MOARY,1964,Naïve,,0,0,0
MOBGG,1974,Naïve,BGR74,1,0,
MOC79,1979,Naïve,,0,0,0
MOC79,1980,Naïve,,0,0,1
MOC82,1982,Naïve,,0,0,0
MOC84,1984,Naïve,,0,0,0
MOC84,1985,Naïve,,0,0,1
MOC84,1986,Naïve,,0,-1,2
MOC84,1987,Naïve,,0,-1,3
MOC84,1988,Naïve,CRB88,1,-1,4
MOC84,1989,Winter yeld,,0,-1,5
MOC84,1990,True yeld,CRB90,1,-1,6
MOC84,1991,Milk,CRB91,1,-1,7
MOC84,1992,Winter yeld,,0,-1,8
MOC84,1993,True yeld,CRB93,1,-1,9
MOC84,1994,Summer yeld,CRB94,1,-1,10
MOC84,1995,Milk,CRB95,1,-1,11
MOC84,1996,Milk,CRB96,1,-1,12
MOC84,1997,Milk,CRB97,1,-1,13
MOCTT,1973,True yeld,,0,0,
MOCTT,1974,True yeld,,0,0,
MOD72,1972,Naïve,,0,0,0
MOD72,1973,Naïve,,0,0,1
MOD72,1974,Naïve,,0,-1,2
MOD72,1975,Naïve,FOL75,1,-1,3
MOD72,1976,Milk,,0,-1,4
MOD72,1977,True yeld,FOL77,1,-1,5
MOD72,1978,Milk,,0,-1,6
MOD72,1979,True yeld,,0,-1,7
MOD72,1980,True yeld,FOL80,1,-1,8
MOD72,1981,Summer yeld,FOL81,1,-1,9
MOD72,1982,Milk,,0,-1,10
MOD72,1983,True yeld,FOL83,1,-1,11
MOD72,1984,Milk,FOL84,1,-1,12
MOD72,1985,Milk,,0,-1,13
MOD72,1986,True yeld,FOL86,1,-1,14
MOD72,1987,Winter yeld,,0,-1,15
MOD72,1988,True yeld,FOL88,1,-1,16
MOD74,1974,Naïve,,0,0,0
MOD74,1975,Naïve,,0,0,1
MOD74,1976,Naïve,,0,-1,2
MOD74,1977,Naïve,,0,-1,3
MOD74,1978,Naïve,,0,-1,4
MOD74,1979,Naïve,MAW79,1,-1,5
MOD74,1980,Milk,,0,-1,6
MOD74,1981,True yeld,MAW81,1,-1,7
MOD74,1982,Winter yeld,,0,-1,8
MOD74,1983,True yeld,MAW83,1,-1,9
MOD74,1984,Milk,,0,-1,10
MOD74,1985,True yeld,MAW85,1,-1,11
MODNP,1997,Naïve,,0,0,0
MOGPI,1968,Naïve,,0,0,0
MOGPI,1969,Naïve,,0,0,1
MOGPI,1970,Naïve,,0,0,2
MOGPI,1971,Naïve,,0,0,3
MOGPI,1972,Naïve,,0,0,4
MOGPI,1973,Naïve,,0,0,5
MOGPI,1974,Naïve,,0,0,6
MOGPI,1975,Naïve,,0,0,7
MOGPI,1976,Naïve,,0,0,8
MOGPI,1977,Naïve,,0,0,9
MOGPI,1978,Naïve,,0,0,10
MOGPI,1979,Naïve,MOG79,1,0,11
MOGPI,1980,Winter yeld,,0,0,12
MOGPI,1981,True yeld,,0,0,13
MOJ15,2015,Naïve,,0,0,0
MOJ17,2017,Naïve,,0,0,0
MOJ19,2019,Naïve,,0,0,0
MOJ19,2020,Naïve,,0,0,1
MOJ19,2021,Naïve,,0,-1,2
MOJ19,2022,Naïve,SPZ22,1,-1,3
MOJ19,2023,Summer yeld,SPZ23,1,0,4
MOL70,1970,Naïve,,0,0,0
MOL70,1971,Naïve,,0,-1,1
MOL70,1972,Naïve,,0,-1,2
MOL70,1973,Naïve,,0,0,3
MOL70,1974,Naïve,SID74,1,-1,4
MOL70,1975,Summer yeld,SID75,1,-1,5
MOL70,1976,Summer yeld,SID76,1,-1,6
MOL72,1972,Naïve,,0,0,0
MOL73,1973,Naïve,,0,0,0
MOL73,1974,Naïve,,0,0,1
MOL73,1975,Naïve,,0,-1,2
MOL73,1976,Naïve,,0,0,3
MOL73,1977,Naïve,,0,-1,4
MOL73,1978,Naïve,CAL78,1,0,5
MOL73,1979,Winter yeld,CAL79,1,0,6
MOL75,1975,Naïve,,0,0,0
MOL75,1976,Naïve,,0,0,1
MOL75,1977,Naïve,,0,-1,2
MOL75,1978,Naïve,LAP78,1,-1,3
MOL75,1979,Winter yeld,,0,-1,4
MOL75,1980,True yeld,,0,-1,5
MOL75,1981,True yeld,LAP81,1,-1,6
MOL75,1982,Milk,,0,0,7
MOL75,1983,True yeld,LAP83,1,-1,8
MOL75,1984,Winter yeld,LAP84,1,0,9
MOL75,1985,Summer yeld,LAP85,1,0,10
MOL75,1986,Summer yeld,,0,0,11
MOL75,1987,True yeld,,0,0,12
MOLIN,1969,Naïve,,0,0,0
MOLIN,1970,Naïve,,0,0,1
MOLIN,1971,Naïve,,0,-1,2
MOLIN,1972,Naïve,MOL72,1,-1,3
MOLIN,1973,Summer yeld,MOL73,1,0,4
MOLIN,1974,Milk,MOL74,1,0,5
MOM65,1965,Naïve,,0,0,0
MOM65,1966,Naïve,,0,0,1
MOM65,1967,Naïve,,0,0,2
MOM65,1968,Naïve,,0,0,3
MOM65,1969,Naïve,,0,0,4
MOM65,1970,Naïve,MOL70,1,0,5
MOM65,1971,Milk,MOL71,1,-1,6
MOM65,1972,Summer yeld,MOD72,1,-1,7
MOM65,1973,Milk,MOD73,1,0,8
MOM65,1974,Milk,MOD74,1,-1,9
MOM65,1975,Milk,MOL75,1,-1,10
MOM65,1976,Milk,,0,-1,11
MOM65,1977,True yeld,MOL77,1,-1,12
MOM65,1978,Milk,,0,-1,13
MOM65,1979,True yeld,MOL79,1,-1,14
MOM65,1980,Milk,,0,-1,15
MOM65,1981,True yeld,,0,-1,16
MOM65,1982,True yeld,,0,-1,17
MOM65,1983,True yeld,MOL83,1,-1,18
MOM67,1967,Naïve,,0,0,0
MOM67,1968,Naïve,,0,0,1
MOM67,1969,Naïve,,0,0,2
MOM67,1970,Naïve,,0,0,3
MOM67,1971,Naïve,MAG71,1,-1,4
MOM67,1972,Winter yeld,MAG72,1,-1,5
MOM67,1973,Milk,,0,0,6
MOM67,1974,True yeld,MAG74,1,-1,7
MOM67,1975,Winter yeld,,0,-1,8
MOM67,1976,True yeld,,0,-1,9
MOM67,1977,True yeld,MAG77,1,-1,10
MOM67,1978,Milk,,0,-1,11
MOM67,1979,True yeld,,0,-1,12
MOM67,1980,True yeld,MAG80,1,-1,13
MOM68,1968,Naïve,,0,0,0
MOM68,1969,Naïve,,0,0,1
MOM68,1970,Naïve,,0,0,2
MOM68,1971,Naïve,,0,-1,3
MOM68,1972,Naïve,MOP72,1,-1,4
MOM68,1973,Summer yeld,,0,0,5
MOM68,1974,True yeld,MOP74,1,-1,6
MOM68,1975,Winter yeld,,0,-1,7
MOM68,1976,True yeld,MOP76,1,-1,8
MOM68,1977,Winter yeld,,0,-1,9
MOM68,1978,True yeld,,0,-1,10
MOM68,1979,True yeld,MOP79,1,-1,11
MOM68,1980,Summer yeld,MOP80,1,-1,12
MOM71,1971,Naïve,,0,0,0
MOM71,1972,Naïve,,0,-1,1
MOM72,1972,Naïve,,0,0,0
MOM72,1973,Naïve,,0,0,1
MOM72,1974,Naïve,,0,-1,2
MOM72,1975,Naïve,,0,-1,3
MOM72,1976,Naïve,MAN76,1,-1,4
MOM72,1977,Summer yeld,MAN77,1,-1,5
MOM72,1978,Summer yeld,MAN78,1,-1,6
MOM72,1979,Summer yeld,MAN79,1,-1,7
MOM72,1980,Milk,MAN80,1,-1,8
MOM72,1981,Winter yeld,,0,-1,9
MOM72,1982,True yeld,MAN82,1,-1,10
MOM72,1983,Milk,MAN83,1,-1,11
MOM72,1984,Winter yeld,,0,-1,12
MOM72,1985,True yeld,MAN85,1,-1,13
MOM73,1973,Naïve,,0,0,0
MOMHI,1961,Naïve,,0,0,0
MOMHI,1962,Naïve,,0,0,1
MOMHI,1963,Naïve,,0,0,2
MOMHI,1964,Naïve,,0,0,3
MOMHI,1965,Naïve,MOM65,1,0,4
MOMHI,1966,Milk,,0,0,5
MOMHI,1967,True yeld,MOM67,1,0,6
MOMHI,1968,Milk,MOM68,1,0,7
MOMHI,1969,Milk,MOM69,1,0,8
MOMHI,1970,Milk,,0,0,9
MOMHI,1971,True yeld,MOM71,1,-1,10
MOMHI,1972,Milk,MOM72,1,-1,11
MOMHI,1973,Milk,MOM73,1,0,12
MOMHI,1974,Summer yeld,MOM74,1,-1,13
MOMHI,1975,Milk,,0,0,14
MOO94,1994,Naïve,,0,0,0
MOO94,1995,Naïve,,0,0,1
MOO94,1996,Naïve,,0,-1,2
MOO94,1997,Naïve,,0,-1,3
MOO94,1998,Naïve,PNT98,1,-1,4
MOO95,1995,Naïve,,0,0,0
MOO95,1996,Naïve,,0,0,1
MOO96,1996,Naïve,,0,0,0
MOO96,1997,Naïve,,0,0,1
MOO96,1998,Naïve,,0,-1,2
MOO96,1999,Naïve,,0,-1,3
MOO96,2000,Naïve,BEA00,1,-1,4
MOO96,2001,Milk,,0,-1,5
MOO96,2002,True yeld,BEA02,1,-1,6
MOO96,2003,Milk,,0,-1,7
MOO96,2004,True yeld,BEA04,1,-1,8
MOO96,2005,Summer yeld,BEA05,1,-1,9
MOP76,1976,Naïve,,0,0,0
MOPRX,1994,Naïve,,0,0,0
MOR74,1974,Naïve,,0,0,0
MOR74,1975,Naïve,,0,0,1
MOR74,1976,Naïve,,0,0,2
MOR74,1977,Naïve,,0,0,3
MOR74,1978,Naïve,RFH78,1,0,4
MORFH,1974,Naïve,MOR74,1,0,
MORFH,1975,Milk,,0,-1,
MOS78,1978,Naïve,,0,0,0
MOS78,1979,Naïve,,0,0,1
MOS78,1980,Naïve,,0,-1,2
MOS78,1981,Naïve,,0,-1,3
MOS78,1982,Naïve,RHY82,1,-1,4
MOS78,1983,Milk,,0,-1,5
MOS78,1984,True yeld,RHY84,1,-1,6
MOS78,1985,Milk,,0,-1,7
MOS78,1986,True yeld,RHY86,1,-1,8
MOS78,1987,Milk,,0,-1,9
MOS78,1988,True yeld,RHY88,1,-1,10
MOS78,1989,Milk,,0,-1,11
MOS78,1990,True yeld,RHY90,1,-1,12
MOS78,1991,Milk,,0,-1,13
MOS78,1992,True yeld,RHY92,1,-1,14
MOS83,1983,Naïve,,0,0,0
MOS83,1984,Naïve,,0,0,1
MOS83,1985,Naïve,,0,-1,2
MOS83,1986,Naïve,,0,-1,3
MOS83,1987,Naïve,PEL87,1,-1,4
MOS83,1988,Winter yeld,,0,-1,5
MOS83,1989,True yeld,PEL89,1,-1,6
MOS83,1990,Milk,,0,-1,7
MOS83,1991,True yeld,PEL91,1,-1,8
MOS83,1992,Summer yeld,PEL92,1,-1,9
MOS85,1985,Naïve,,0,0,0
MOU03,2003,Naïve,,0,0,0
MOU03,2004,Naïve,,0,0,1
MOU03,2005,Naïve,,0,-1,2
MOU03,2006,Naïve,CPY06,1,-1,3
MOU03,2007,Milk,,0,-1,4
MOU03,2008,True yeld,CPY08,1,-1,5
MOU03,2009,Winter yeld,CPY09,1,-1,6
MOU03,2010,Milk,,0,-1,7
MOU03,2011,True yeld,,0,-1,8
MOU03,2012,True yeld,CPY12,1,-1,9
MOU03,2013,Summer yeld,CPY13,1,-1,10
MOU03,2014,Winter yeld,CPY14,1,-1,11
MOU03,2015,Milk,,0,-1,12
MOU03,2016,True yeld,CPY16,1,-1,13
MOU03,2017,Milk,,0,-1,14
MOU03,2018,True yeld,CPY18,1,-1,15
MOU03,2019,Summer yeld,CPY19,1,-1,16
MOU03,2020,Milk,CPY20,1,-1,17
MOW71,1971,Naïve,,0,0,0
MOW71,1972,Naïve,,0,0,1
MOW71,1973,Naïve,,0,0,2
MOW71,1974,Naïve,WID74,1,0,3
MOW71,1975,Milk,WID75,1,0,4
MOW71,1976,Milk,,0,-1,5
MOW71,1977,True yeld,,0,0,6
MOW71,1978,True yeld,WID78,1,0,7
MOW71,1979,Milk,WID79,1,0,8
MOW71,1980,Milk,,0,-1,9
MOW71,1981,True yeld,WID81,1,-1,10
MOW71,1982,Milk,,0,-1,11
MOW71,1983,True yeld,WID83,1,-1,12
MOW71,1984,Summer yeld,WID84,1,-1,13
MOW71,1985,Milk,WID85,1,-1,14
MOWSP,1964,Naïve,,0,0,0
MOWSP,1965,Naïve,,0,0,1
MOWSP,1966,Naïve,,0,0,2
MOWSP,1967,Naïve,,0,0,3
MOWSP,1968,Naïve,,0,0,4
MOWSP,1969,Naïve,,0,0,5
MOWSP,1970,Naïve,,0,0,6
MOWSP,1971,Naïve,MOW71,1,0,7
MOWSP,1972,Milk,SOLOM,1,0,8
MOWSP,1973,Milk,BDLFT,1,0,9
MOWSP,1974,Milk,NRSWI,1,0,10
MOWSP,1975,Milk,,0,0,11
MOWSP,1976,True yeld,,0,0,12
MOWSP,1977,True yeld,,0,0,13
MOWSP,1978,True yeld,,0,0,14
MOY73,1973,Naïve,,0,0,0
MOY73,1974,Naïve,,0,0,1
MOY73,1975,Naïve,,0,-1,2
MOY73,1976,Naïve,,0,-1,3
MOY73,1977,Naïve,,0,-1,4
MOY73,1978,Naïve,LEN78,1,-1,5
MOY73,1979,Winter yeld,,0,-1,6
MOY73,1980,True yeld,,0,-1,7
MOY73,1981,True yeld,LEN81,1,-1,8
MOY73,1982,Milk,,0,-1,9
MOY73,1983,True yeld,LEN83,1,-1,10
MOY73,1984,Milk,LEN84,1,-1,11
MOY73,1985,Milk,LEN85,1,-1,12
MOY74,1974,Naïve,,0,0,0
MOY74,1975,Naïve,,0,0,1
MOY74,1976,Naïve,,0,-1,2
MOY74,1977,Naïve,,0,-1,3
MOY74,1978,Naïve,ADZ78,1,-1,4
MOY74,1979,Summer yeld,ADZ79,1,-1,5
MOY74,1980,Milk,ADZ80,1,-1,6
MOY74,1981,Summer yeld,ADZ81,1,-1,7
MOY74,1982,Summer yeld,ADZ82,1,-1,8
MOY74,1983,Milk,ADZ83,1,-1,9
MOY74,1984,Summer yeld,ADZ84,1,-1,10
MOY74,1985,Milk,ADZ85,1,-1,11
MOY76,1976,Naïve,,0,0,0
MOY76,1977,Naïve,,0,0,1
MOY76,1978,Naïve,,0,-1,2
MOY76,1979,Naïve,,0,-1,3
MOY76,1980,Naïve,HAR80,1,-1,4
MOY76,1981,Summer yeld,HAR81,1,-1,5
MOY76,1982,Milk,HAR82,1,-1,6
MOY76,1983,Milk,,0,-1,7
MOY76,1984,True yeld,HAR84,1,-1,8
MOY76,1985,Winter yeld,HAR85,1,-1,9
MOY77,1977,Naïve,,0,0,0
MOY77,1978,Naïve,,0,0,1
MOY77,1979,Naïve,,0,-1,2
MOY77,1980,Naïve,,0,-1,3
MOY78,1978,Naïve,,0,0,0
MOY78,1979,Naïve,,0,0,1
MOY81,1981,Naïve,,0,0,0
MOY82,1982,Naïve,,0,0,0
MOY82,1983,Naïve,,0,0,1
MOY82,1984,Naïve,,0,-1,2
MOY82,1985,Naïve,,0,-1,3
MOY82,1986,Naïve,MOO86,1,-1,4
MOY82,1987,Milk,,0,-1,5
MOY82,1988,True yeld,MOO88,1,-1,6
MOY82,1989,Winter yeld,,0,-1,7
MOY82,1990,True yeld,MOO90,1,-1,8
MOY82,1991,Winter yeld,MOO91,1,-1,9
MOY82,1992,Milk,,0,-1,10
MOY82,1993,True yeld,MOO93,1,-1,11
MOY82,1994,Summer yeld,MOO94,1,-1,12
MOY82,1995,Milk,MOO95,1,-1,13
MOY82,1996,Milk,MOO96,1,-1,14
MOZ07,2007,Naïve,,0,0,0
MRC20,2020,Naïve,,0,0,0
MRC20,2021,Naïve,,0,0,1
MRC20,2022,Naïve,,0,-1,2
MRC20,2023,Naïve,,0,-1,3
MRG03,2003,Naïve,,0,0,0
MRG03,2004,Naïve,,0,0,1
MRG03,2005,Naïve,,0,-1,2
MRG03,2006,Naïve,,0,-1,3
MRG03,2007,Naïve,,0,-1,4
MRG03,2008,Naïve,DAI08,1,-1,5
MRG03,2009,Winter yeld,,0,-1,6
MRG03,2010,True yeld,DAI10,1,-1,7
MRG03,2011,Milk,,0,-1,8
MRG03,2012,True yeld,DAI12,1,-1,9
MRG03,2013,Milk,,0,-1,10
MRG03,2014,True yeld,DAI14,1,-1,11
MRG06,2006,Naïve,,0,0,0
MRI20,2020,Naïve,,0,0,0
MRN98,1998,Naïve,,0,0,0
MRN98,1999,Naïve,,0,0,1
MRR23,2023,Naïve,,0,0,0
MRY04,2004,Naïve,,0,0,0
MRY97,1997,Naïve,,0,0,0
MRY97,1998,Naïve,,0,0,1
MRY98,1998,Naïve,,0,0,0
MSQ23,2023,Naïve,,0,0,0
MTS20,2020,Naïve,,0,0,0
MTS20,2021,Naïve,,0,0,1
MTS20,2022,Naïve,,0,-1,2
MTS20,2023,Naïve,,0,-1,3
MTT08,2008,Naïve,,0,0,0
MTT08,2009,Naïve,,0,0,1
MTT08,2010,Naïve,,0,-1,2
MTT08,2011,Naïve,,0,-1,3
MTT08,2012,Naïve,RAS12,1,-1,4
MTT08,2013,Milk,RAS13,1,-1,5
MTT08,2014,Milk,RAS14,1,-1,6
MTT08,2015,Milk,RAS15,1,-1,7
MTT08,2016,Milk,RAS16,1,-1,8
MTT08,2017,Milk,RAS17,1,-1,9
MTT08,2018,Winter yeld,RAS18,1,-1,10
MTT08,2019,Milk,,0,-1,11
MTT08,2020,True yeld,RAS20,1,-1,12
MTT08,2021,Milk,RAS21,1,-1,13
MTT10,2010,Naïve,,0,0,0
MTT10,2011,Naïve,,0,0,1
MTT10,2012,Naïve,,0,-1,2
MTT10,2013,Naïve,,0,-1,3
MTT10,2014,Naïve,KLP14,1,-1,4
MTT10,2015,Winter yeld,,0,-1,5
MTT10,2016,True yeld,KLP16,1,-1,6
MTT10,2017,Milk,,0,-1,7
MTT10,2018,True yeld,KLP18,1,-1,8
MTT10,2019,Milk,,0,-1,9
MTT10,2020,True yeld,KLP20,1,-1,10
MTT10,2021,Milk,KLP21,1,-1,11
MTT10,2022,Milk,,0,-1,12
MTT10,2023,True yeld,KLP23,1,-1,13
MUD00,2000,Naïve,,0,0,0
MUF99,1999,Naïve,,0,0,0
